0	17	5	1	0.6	0.6	1	2021-04-18 22:57:13.859385	2021-04-19 10:59:10.069515	12:01:56.210130	0.7157219179866339	0.5869052254108091	0.9169863541611926	0.8919325421954862	0.6936936936936937	
0	10	5	1	0.5	0.5	1	2021-04-18 22:57:04.741578	2021-04-19 16:45:36.444917	17:48:31.703339	0.7157219179866339	0.5869052254108091	0.9169863541611926	0.8919325421954862	0.6936936936936937	
0	17	5	1	0.6	0.6	2	2021-04-18 22:57:13.859385	2021-04-19 18:40:05.284306	19:42:51.424921	0.7187773048842385	0.591025553214776	0.9169863541611926	0.8907569782441742	0.6793893129770994	
"0	1	5	1	0.4	0.5	1	2021-04-18 22:56:53.137730	2021-04-19 23:04:32.134723	1 day, 0:07:38.996993	0.7700468096885956	0.7279892092128601	0.8172618973984686	0.8508826591917056	0.5957446808510639	"
"0	16	5	1	0.6	0.5	1	2021-04-18 22:57:12.634262	2021-04-19 23:05:52.229695	1 day, 0:08:39.595433	0.7327984715034928	0.7714963449368576	0.6977973052899771	0.8795978146378987	0.5630252100840336	"
1	9	5	1	0.5	0.4	1	2021-04-28 09:49:33.097143	2021-04-28 23:21:25.301194	13:31:52.204051	0.7245160315336029	0.6331494730861462	0.846698799857665	0.9357114502751132	0.6774193548387096	
1	3	5	1	0.4	0.4	1	2021-04-28 09:49:25.535247	2021-04-29 04:24:25.506086	18:34:59.970839	0.6741151478388979	0.8263459971850499	0.569247429093674	0.8785985549428261	0.5108359133126935	
1	14	5	1	0.6	0.6	1	2021-04-28 09:49:40.323429	2021-04-29 04:55:51.236933	19:06:10.913504	0.8572120996586219	0.7813806008889723	0.9493441399168178	0.8067731468982484	0.5303030303030303	
1	0	5	1	0.4	0.4	1	2021-04-28 09:49:21.774936	2021-04-29 05:32:31.772415	19:43:09.997479	0.8572120996586219	0.7813806008889723	0.9493441399168178	0.8067731468982484	0.5303030303030303	
"1	13	5	1	0.6	0.5	1	2021-04-28 09:49:38.420808	2021-04-29 10:43:28.506967	1 day, 0:53:50.086159	0.6580893761562101	0.8461546444764413	0.538420673616112	0.8824250729389308	0.5652173913043479	"
"1	12	5	1	0.6	0.4	1	2021-04-28 09:49:37.549136	2021-04-29 10:58:31.360668	1 day, 1:08:53.811532	0.7129845266083161	0.6753752141734288	0.7550295116872544	0.8562293359391133	0.5819209039548022	"
"1	8	5	1	0.5	0.6	1	2021-04-28 09:49:32.184181	2021-04-29 11:44:30.247118	1 day, 1:54:58.062937	0.7510776370031271	0.8048291229851128	0.7040563804605122	0.8807818697462745	0.5428571428571428	"
1	17	5	1	0.6	0.6	1	2021-04-28 09:49:43.913486	2021-04-29 05:25:04.391393	19:35:20.477907	0.8572120996586219	0.7813806008889723	0.9493441399168178	0.8067731468982484	0.5303030303030303	
1	9	5	1	0.5	0.4	2	2021-04-28 09:49:33.097143	2021-04-29 08:22:19.442301	22:32:46.345158	0.7344980160167008	0.6485544464003354	0.846698799857665	0.8632116800810993	0.6434108527131784	
"1	10	5	1	0.5	0.5	1	2021-04-28 09:49:34.954614	2021-04-29 13:00:27.779094	1 day, 3:10:52.824480	0.6398986046360675	0.7999551812726504	0.5332124320878988	0.871520630234667	0.5588235294117647	"
"1	4	5	1	0.4	0.5	1	2021-04-28 09:49:26.940514	2021-04-29 13:13:44.920948	1 day, 3:24:17.980434	0.7069082513036252	0.7472766876919134	0.6706777460891975	0.8297651456352474	0.572139303482587	"
2	19	5	1	0.5	0.6	1	2021-05-06 02:15:44.862431	2021-05-06 15:43:58.300630	13:28:13.438199	0.6850924383554277	0.5682778151312976	0.8623578644073611	0.8864593092258274	0.652892561983471	
2	10	5	1	0.5	0.5	1	2021-05-06 02:15:32.155751	2021-05-06 20:52:17.645375	18:36:45.489624	0.7507825968471308	0.6956911233910644	0.8153497871502744	0.9055346876084933	0.6488549618320612	
"2	7	5	1	0.5	0.5	1	2021-05-06 02:15:27.732646	2021-05-07 02:27:12.559022	1 day, 0:11:44.826376	0.6571575619333652	0.7800720324405819	0.5677053126459554	0.8522205295216586	0.5145631067961166	"
"2	19	5	1	0.5	0.6	2	2021-05-06 02:15:44.862431	2021-05-07 03:26:04.510274	1 day, 1:10:19.647843	0.6908304164384949	0.5926955876484644	0.8279106910575799	0.8782036069568329	0.6285714285714286	"
"2	3	5	1	0.4	0.4	1	2021-05-06 02:15:22.317193	2021-05-07 03:34:01.415630	1 day, 1:18:39.098437	0.7053068088642898	0.6682952178398217	0.7466583124477861	0.9114381149560833	0.6176470588235294	"
"2	18	5	1	0.4	0.5	1	2021-05-06 02:15:43.309960	2021-05-07 03:54:04.195515	1 day, 1:38:20.885555	0.7405446372977749	0.7510336546625351	0.730344565986283	0.905484065247596	0.5737704918032787	"
"2	1	5	1	0.4	0.5	1	2021-05-06 02:15:19.689520	2021-05-07 04:37:22.633093	1 day, 2:22:02.943573	0.7122876671304577	0.749332675445564	0.6787329222584935	0.8795400535275941	0.533596837944664	"
"2	2	5	1	0.4	0.6	1	2021-05-06 02:15:21.311832	2021-05-07 05:07:12.482829	1 day, 2:51:51.170997	0.6173479781444514	0.7727962256271913	0.5139639407819121	0.8517311118615638	0.5333333333333333	"
2	5	5	1	0.4	0.6	1	2021-05-06 02:15:25.550366	2021-05-07 00:12:43.998683	21:57:18.448317	0.7507825968471308	0.6956911233910644	0.8153497871502744	0.9055346876084933	0.6488549618320612	
2	8	5	1	0.5	0.6	1	2021-05-06 02:15:29.272346	2021-05-06 23:55:36.575962	21:40:07.303616	0.7507825968471308	0.6956911233910644	0.8153497871502744	0.9055346876084933	0.6488549618320612	
2	6	5	1	0.5	0.4	1	2021-05-06 02:15:26.423559	2021-05-07 00:33:57.202891	22:18:30.779332	0.7507825968471308	0.6956911233910644	0.8153497871502744	0.9055346876084933	0.6488549618320612	
"2	0	5	1	0.4	0.4	1	2021-05-06 02:15:18.415658	2021-05-07 05:59:25.224053	1 day, 3:44:06.808395	0.6623410487193899	0.8121563413458249	0.5591895476479386	0.8722729515420691	0.5675675675675675	"
"2	4	5	1	0.4	0.5	1	2021-05-06 02:15:23.709815	2021-05-07 06:00:01.327332	1 day, 3:44:37.617517	0.6234096438436506	0.8315849610725772	0.4985938540130146	0.9003996631447541	0.5340501792114696	"
"2	15	5	1	0.6	0.4	1	2021-05-06 02:15:38.847458	2021-05-07 06:08:17.818109	1 day, 3:52:38.970651	0.6773530718712643	0.7999582754998226	0.5873354056791589	0.9089801750393643	0.5159235668789809	"
"2	11	5	1	0.5	0.6	1	2021-05-06 02:15:33.295291	2021-05-07 06:55:29.647051	1 day, 4:39:56.351760	0.6900988305145314	0.759283457392694	0.6324692959498721	0.8719387980619568	0.517684887459807	"
"2	14	5	1	0.6	0.6	1	2021-05-06 02:15:37.835506	2021-05-07 07:17:41.471553	1 day, 5:02:03.636047	0.6829647187829178	0.6459569906758963	0.7244705948435657	0.9321704967985935	0.6716417910447761	"
2	16	5	1	0.6	0.5	1	2021-05-06 02:15:40.234650	2021-05-07 01:27:54.221567	23:12:13.986917	0.7034925815327193	0.6764369932620601	0.7328026379820018	0.7911224764185448	0.5853658536585366	
2	12	5	1	0.6	0.4	1	2021-05-06 02:15:35.122670	2021-05-07 00:30:41.015494	22:15:05.892824	0.6204018564449036	0.899598676604472	0.47346014686422777	0.8180640701097147	0.5172413793103449	
"2	10	5	1	0.5	0.5	2	2021-05-06 02:15:32.155751	2021-05-07 09:08:21.490734	1 day, 6:52:49.334983	0.774819438602697	0.7010234917344025	0.865980189739435	0.8760335292264576	0.6338028169014084	"
2	9	5	1	0.5	0.4	1	2021-05-06 02:15:30.634514	2021-05-06 21:16:38.222497	19:01:07.587983	0.7507825968471308	0.6956911233910644	0.8153497871502744	0.9055346876084933	0.6488549618320612	
2	17	5	1	0.6	0.6	1	2021-05-06 02:15:41.698839	2021-05-07 00:04:47.556845	21:49:05.858006	0.7932205774266889	0.8140403697450904	0.7734391955436591	0.9093756744974953	0.5913978494623656	
2	13	5	1	0.6	0.5	1	2021-05-06 02:15:35.985719	2021-05-07 00:45:37.768227	22:30:01.782508	0.7053068088642898	0.6682952178398217	0.7466583124477861	0.9114381149560833	0.6176470588235294	
"2	8	5	1	0.5	0.6	2	2021-05-06 02:15:29.272346	2021-05-07 13:36:59.643524	1 day, 11:21:30.371178	0.7526950163616867	0.6990118779220068	0.8153096626559386	0.8578514153064516	0.6402877697841727	"
"2	5	5	1	0.4	0.6	2	2021-05-06 02:15:25.550366	2021-05-07 14:45:23.229173	1 day, 12:29:57.678807	0.7507825968471308	0.6956911233910644	0.8153497871502744	0.9055346876084933	0.6488549618320612	"
"2	6	5	1	0.5	0.4	2	2021-05-06 02:15:26.423559	2021-05-07 17:01:18.236709	1 day, 14:45:51.813150	0.7507825968471308	0.6956911233910644	0.8153497871502744	0.9055346876084933	0.6488549618320612	"
"2	16	5	1	0.6	0.5	2	2021-05-06 02:15:40.234650	2021-05-07 18:25:11.773312	1 day, 16:09:31.538662	0.7040629428254694	0.6774924509863322	0.7328026379820018	0.7961662977409949	0.5857988165680473	"
3	9	5	1	0.5	0.4	1	2021-05-27 18:46:58.786192	2021-05-28 07:50:18.844681	13:03:20.058489	0.6905527902050468	0.5644305134759953	0.8892579086592621	0.8507959096915075	0.6880733944954129	
3	2	5	1	0.4	0.6	1	2021-05-27 18:46:49.819094	2021-05-28 10:24:06.868031	15:37:17.048937	0.7321682128985196	0.6275296504395167	0.8786863522146241	0.9259911882602224	0.6862745098039215	
3	3	5	1	0.4	0.4	1	2021-05-27 18:46:50.900215	2021-05-28 13:37:19.728908	18:50:28.828693	0.7321682128985196	0.6275296504395167	0.8786863522146241	0.9259911882602224	0.6862745098039215	
"3	13	5	1	0.6	0.5	1	2021-05-27 18:47:04.121364	2021-05-28 18:57:05.059562	1 day, 0:10:00.938198	0.6179994911265171	0.8726743781903177	0.4783897397752759	0.8889172148566735	0.5306859205776173	"
"3	9	5	1	0.5	0.4	2	2021-05-27 18:46:58.786192	2021-05-28 19:12:03.214873	1 day, 0:25:04.428681	0.6905527902050468	0.5644305134759953	0.8892579086592621	0.8507959096915075	0.6880733944954129	"
"3	4	5	1	0.4	0.5	1	2021-05-27 18:46:52.428172	2021-05-28 19:20:45.243600	1 day, 0:33:52.815428	0.7724508371705878	0.7707594540704196	0.7741496598639456	0.8168189687846348	0.56	"
3	5	5	1	0.4	0.6	1	2021-05-28 19:31:13.408916	2021-05-29 09:52:47.010327	14:21:33.601411	0.7518837352111103	0.7301618051284856	0.7749377253968844	0.8275201962186935	0.6000000000000001	
3	9	5	1	0.5	0.4	1	2021-05-28 19:31:18.569558	2021-05-29 12:36:34.292597	17:05:15.723039	0.7518837352111103	0.7301618051284856	0.7749377253968844	0.8275201962186935	0.6000000000000001	
3	15	5	1	0.6	0.4	1	2021-05-28 19:31:26.599613	2021-05-29 12:40:36.433182	17:09:09.833569	0.7169406956887451	0.6915235160907219	0.7442976046762819	0.8556748042055725	0.6000000000000001	
"3	1	5	1	0.4	0.5	1	2021-05-28 19:31:08.253906	2021-05-29 19:36:28.953974	1 day, 0:05:20.700068	0.7339350080751247	0.8139807697704224	0.6682228790850576	0.8898369294577386	0.5340501792114696	"
3	17	5	1	0.6	0.6	1	2021-05-28 19:31:29.393951	2021-05-29 14:19:04.535427	18:47:35.141476	0.7914601909899286	0.8176749747012272	0.7668740913056121	0.8670725534750849	0.5837563451776651	
"3	14	5	1	0.6	0.6	1	2021-05-28 19:31:25.511937	2021-05-29 20:25:18.215802	1 day, 0:53:52.703865	0.6581571274078886	0.6631493478246842	0.6532395087398075	0.9071667449213172	0.5462184873949579	"
"3	13	5	1	0.6	0.5	1	2021-05-28 19:31:23.930293	2021-05-29 20:36:32.896900	1 day, 1:05:08.966607	0.6663943083677234	0.7911613605948544	0.5756185967378038	0.901993708353843	0.5636363636363636	"
"3	11	5	1	0.5	0.6	1	2021-05-28 19:31:21.253066	2021-05-29 21:14:27.807620	1 day, 1:43:06.554554	0.6287334387517709	0.8091676942364523	0.5140963870043812	0.9159469152623717	0.5149501661129569	"
3	19	5	1	0.5	0.6	1	2021-05-28 19:31:32.388659	2021-05-29 15:58:05.883708	20:26:33.495049	0.7126916129659305	0.6072399306784632	0.8624650079794888	0.9224558167088592	0.6153846153846154	
"3	4	5	1	0.4	0.5	1	2021-05-28 19:31:11.977580	2021-05-29 21:30:45.789003	1 day, 1:59:33.811423	0.6650663930597634	0.7629478093984614	0.5894443781865888	0.8344444987346712	0.5909090909090908	"
"3	16	5	1	0.6	0.5	1	2021-05-28 19:31:28.130259	2021-05-29 21:33:53.090194	1 day, 2:02:24.959935	0.617121571676509	0.8577850199343654	0.4819139495307002	0.8875187787557803	0.5263157894736842	"
"3	12	5	1	0.6	0.4	1	2021-05-28 19:31:22.753116	2021-05-29 22:29:54.873465	1 day, 2:58:32.120349	0.6747651778819759	0.8102178855244744	0.5781154871467499	0.8542353174620805	0.513157894736842	"
3	3	5	1	0.4	0.4	1	2021-05-28 19:31:10.868078	2021-05-29 16:25:06.965490	20:53:56.097412	0.7126916129659305	0.6072399306784632	0.8624650079794888	0.9224558167088592	0.6153846153846154	
3	0	5	1	0.4	0.4	1	2021-05-28 19:31:06.889994	2021-05-29 16:38:52.893659	21:07:46.003665	0.7518837352111103	0.7301618051284856	0.7749377253968844	0.8275201962186935	0.6000000000000001	
"3	5	5	1	0.4	0.6	2	2021-05-28 19:31:13.408916	2021-05-29 23:58:42.150662	1 day, 4:27:28.741746	0.7518837352111103	0.7301618051284856	0.7749377253968844	0.8275201962186935	0.6000000000000001	"
3	2	5	1	0.4	0.6	1	2021-05-28 19:31:09.416443	2021-05-29 17:46:03.114334	22:14:53.697891	0.7914601909899286	0.8176749747012272	0.7668740913056121	0.8670725534750849	0.5837563451776651	
"3	9	5	1	0.5	0.4	2	2021-05-28 19:31:18.569558	2021-05-30 00:57:44.526633	1 day, 5:26:25.957075	0.7518837352111103	0.7301618051284856	0.7749377253968844	0.8275201962186935	0.6000000000000001	"
3	7	5	1	0.5	0.5	1	2021-05-28 19:31:16.093165	2021-05-29 18:04:02.234036	22:32:46.140871	0.7663933735911147	0.818433209522019	0.72057577403585	0.9029274136268464	0.5211267605633803	
3	6	5	1	0.5	0.4	1	2021-05-28 19:31:14.624097	2021-05-29 17:27:57.175828	21:56:42.551731	0.7456585346509432	0.7446614306849758	0.7466583124477861	0.8539994755835771	0.5430711610486891	
"3	18	5	1	0.4	0.5	1	2021-05-28 19:31:30.744038	2021-05-30 03:37:49.084349	1 day, 8:06:18.340311	0.6372448332835614	0.83845667459036	0.513915902660339	0.8736256936534554	0.5245283018867924	"
"3	15	5	1	0.6	0.4	2	2021-05-28 19:31:26.599613	2021-05-30 05:34:49.991742	1 day, 10:03:23.392129	0.7172512855840439	0.692101664848786	0.7442976046762819	0.859927914690233	0.5873015873015873	"
3	10	5	1	0.5	0.5	1	2021-05-28 19:31:20.102166	2021-05-29 15:49:09.793121	20:17:49.690955	0.7169406956887451	0.6915235160907219	0.7442976046762819	0.8556748042055725	0.6000000000000001	
3	8	5	1	0.5	0.6	1	2021-05-28 19:31:17.611055	2021-05-29 17:19:47.186935	21:48:29.575880	0.7456585346509432	0.7446614306849758	0.7466583124477861	0.8539994755835771	0.5430711610486891	
"3	19	5	1	0.5	0.6	2	2021-05-28 19:31:32.388659	2021-05-30 07:03:33.596743	1 day, 11:32:01.208084	0.725096497923271	0.6529014885115028	0.8152424673175961	0.9334271998862452	0.6571428571428571	"
"3	17	5	1	0.6	0.6	2	2021-05-28 19:31:29.393951	2021-05-30 07:20:27.238797	1 day, 11:48:57.844846	0.7914601909899286	0.8176749747012272	0.7668740913056121	0.8670725534750849	0.5837563451776651	"
"3	3	5	1	0.4	0.4	2	2021-05-28 19:31:10.868078	2021-05-30 08:37:35.417662	1 day, 13:06:24.549584	0.717336681507212	0.6140153627323486	0.8624650079794888	0.922951255261118	0.6149068322981366	"
"3	0	5	1	0.4	0.4	2	2021-05-28 19:31:06.889994	2021-05-30 08:52:10.722593	1 day, 13:21:03.832599	0.7681273114673912	0.6240424267624972	0.9987217399599352	0.9065514307846675	0.6305732484076432	"
"3	7	5	1	0.5	0.5	2	2021-05-28 19:31:16.093165	2021-05-30 11:24:13.166439	1 day, 15:52:57.073274	0.7663933735911147	0.818433209522019	0.72057577403585	0.9029274136268464	0.5211267605633803	"
"3	2	5	1	0.4	0.6	2	2021-05-28 19:31:09.416443	2021-05-30 15:35:28.704351	1 day, 20:04:19.287908	0.8347317958132259	0.7163430640380123	1.0	0.8199672262446578	0.5879396984924623	"
"3	6	5	1	0.5	0.4	2	2021-05-28 19:31:14.624097	2021-05-30 17:11:19.692216	1 day, 21:40:05.068119	0.7463883326321696	0.7484908393616653	0.7442976046762819	0.8824497370739985	0.580952380952381	"
"3	10	5	1	0.5	0.5	2	2021-05-28 19:31:20.102166	2021-05-30 18:25:14.373051	1 day, 22:53:54.270885	0.7169406956887451	0.6915235160907219	0.7442976046762819	0.8556748042055725	0.6000000000000001	"
"3	8	5	1	0.5	0.6	2	2021-05-28 19:31:17.611055	2021-05-30 20:36:57.873384	2 days, 1:05:40.262329	0.7456585346509432	0.7446614306849758	0.7466583124477861	0.8539994755835771	0.5430711610486891	"
4	15	5	1	0.6	0.4	1	2021-05-30 20:37:45.916411	2021-05-31 09:53:13.721250	13:15:27.804839	0.7043069696587879	0.6764234310074255	0.7345881764779403	0.895107744801447	0.6393442622950819	
4	12	5	1	0.6	0.4	1	2021-05-30 20:37:41.682950	2021-05-31 12:28:35.363798	15:50:53.680848	0.7848288246003984	0.7195420629526584	0.8631452437471224	0.9117966425993931	0.6240601503759399	
4	2	5	1	0.4	0.6	1	2021-05-30 20:37:26.737978	2021-05-31 14:22:48.979614	17:45:22.241636	0.7442964008779369	0.7730150041285991	0.7176352345741053	0.8558464847643619	0.5837563451776651	
"4	18	5	1	0.4	0.5	1	2021-05-30 20:37:50.350319	2021-05-31 20:43:49.733125	1 day, 0:05:59.382806	0.7183322666348397	0.8130302072587395	0.6433928847365356	0.870192054043704	0.5499999999999999	"
"4	5	5	1	0.4	0.6	1	2021-05-30 20:37:31.415297	2021-05-31 20:58:46.598728	1 day, 0:21:15.183431	0.7040416770619363	0.7340283518242802	0.6764088844406806	0.8418833962333684	0.5845410628019324	"
4	1	5	1	0.4	0.5	1	2021-05-30 20:37:25.672756	2021-05-31 16:52:54.107866	20:15:28.435110	0.7848288246003984	0.7195420629526584	0.8631452437471224	0.9117966425993931	0.6240601503759399	
4	9	5	1	0.5	0.4	1	2021-05-30 20:37:37.112484	2021-05-31 16:10:08.750294	19:32:31.637810	0.7132164861967558	0.7191287256726117	0.7074006676882663	0.9125670212524574	0.5957446808510639	
4	11	5	1	0.5	0.6	1	2021-05-30 20:37:40.075707	2021-05-31 15:50:10.504643	19:12:30.428936	0.7848288246003984	0.7195420629526584	0.8631452437471224	0.9117966425993931	0.6240601503759399	
4	16	5	1	0.6	0.5	1	2021-05-30 20:37:47.077575	2021-05-31 16:46:11.630968	20:08:24.553393	0.7613942185185396	0.7170877399868236	0.8115363650521725	0.8909627416800108	0.5525114155251142	
4	6	5	1	0.5	0.4	1	2021-05-30 20:37:32.225551	2021-05-31 16:46:51.570312	20:09:19.344761	0.7346631975725096	0.7123795054978825	0.7583860026596142	0.8726646363733959	0.5458937198067633	
"4	0	5	1	0.4	0.4	1	2021-05-30 20:37:24.578870	2021-05-31 23:32:34.557228	1 day, 2:55:09.978358	0.6978924689167855	0.7493200208494417	0.6530707268240443	0.8982857725644924	0.5306859205776173	"
"4	3	5	1	0.4	0.4	1	2021-05-30 20:37:28.578168	2021-06-01 00:06:05.526599	1 day, 3:28:36.948431	0.6748324021036453	0.9345264965709952	0.5280839781553048	0.8486592029936993	0.5085714285714286	"
"4	17	5	1	0.6	0.6	1	2021-05-30 20:37:48.746372	2021-06-01 00:25:24.754425	1 day, 3:47:36.008053	0.6748950304342382	0.8413274705411901	0.5634355195483722	0.9197472726119527	0.5350553505535055	"
4	14	5	1	0.6	0.6	1	2021-05-30 20:37:44.288613	2021-05-31 18:23:54.934811	21:46:10.646198	0.7132164861967558	0.7191287256726117	0.7074006676882663	0.9125670212524574	0.5957446808510639	
"4	4	5	1	0.4	0.5	1	2021-05-30 20:37:29.491360	2021-06-01 01:37:39.013679	1 day, 5:00:09.522319	0.6788717169809209	0.8175582409960218	0.5804132865400995	0.9152734330599938	0.5918367346938775	"
"4	19	5	1	0.5	0.6	1	2021-05-30 20:37:51.476574	2021-06-01 01:50:59.831069	1 day, 5:13:08.354495	0.6921894900371034	0.6484597842288418	0.7422436279790255	0.8414318322433786	0.5660377358490566	"
"4	10	5	1	0.5	0.5	1	2021-05-30 20:37:38.571943	2021-06-01 01:53:59.017879	1 day, 5:16:20.445936	0.6846167130729692	0.8415374587794304	0.5770202561999116	0.8656115397652707	0.5263157894736842	"
"4	12	5	1	0.6	0.4	2	2021-05-30 20:37:41.682950	2021-06-01 01:59:51.656637	1 day, 5:22:09.973687	0.7919781016167445	0.731652648402325	0.8631452437471224	0.913105817942145	0.6176470588235294	"
4	15	5	1	0.6	0.4	2	2021-05-30 20:37:45.916411	2021-05-31 19:18:33.863537	22:40:47.947126	0.7613942185185396	0.7170877399868236	0.8115363650521725	0.8909627416800108	0.5525114155251142	
4	7	5	1	0.5	0.5	1	2021-05-30 20:37:33.900486	2021-05-31 17:00:14.023619	20:22:40.123133	0.7442964008779369	0.7730150041285991	0.7176352345741053	0.8558464847643619	0.5837563451776651	
"4	9	5	1	0.5	0.4	2	2021-05-30 20:37:37.112484	2021-06-01 08:10:54.348273	1 day, 11:33:17.235789	0.7132671580259321	0.7192317639223063	0.7074006676882663	0.9130000133821209	0.5916230366492146	"
"4	2	5	1	0.4	0.6	2	2021-05-30 20:37:26.737978	2021-06-01 08:11:29.601308	1 day, 11:34:02.863330	0.7442964008779369	0.7730150041285991	0.7176352345741053	0.8558464847643619	0.5837563451776651	"
4	13	5	1	0.6	0.5	1	2021-05-30 20:37:43.109614	2021-05-31 19:31:15.340172	22:53:32.230558	0.7613942185185396	0.7170877399868236	0.8115363650521725	0.8909627416800108	0.5525114155251142	
"4	11	5	1	0.5	0.6	2	2021-05-30 20:37:40.075707	2021-06-01 09:09:49.791232	1 day, 12:32:09.715525	0.7848288246003984	0.7195420629526584	0.8631452437471224	0.9117966425993931	0.6240601503759399	"
4	8	5	1	0.5	0.6	1	2021-05-30 20:37:35.251040	2021-05-31 18:39:48.098582	22:02:12.847542	0.7442964008779369	0.7730150041285991	0.7176352345741053	0.8558464847643619	0.5837563451776651	
"4	1	5	1	0.4	0.5	2	2021-05-30 20:37:25.672756	2021-06-01 10:17:18.150975	1 day, 13:39:52.478219	0.7848288246003984	0.7195420629526584	0.8631452437471224	0.9117966425993931	0.6240601503759399	"
"4	16	5	1	0.6	0.5	2	2021-05-30 20:37:47.077575	2021-06-01 11:39:26.637616	1 day, 15:01:39.560041	0.7635521301531998	0.7209255022713729	0.8115363650521725	0.8621328472540145	0.5517241379310345	"
"4	14	5	1	0.6	0.6	2	2021-05-30 20:37:44.288613	2021-06-01 12:45:07.007027	1 day, 16:07:22.718414	0.7132164861967558	0.7191287256726117	0.7074006676882663	0.9125670212524574	0.5957446808510639	"
"4	6	5	1	0.5	0.4	2	2021-05-30 20:37:32.225551	2021-06-01 13:17:06.216640	1 day, 16:39:33.991089	0.7346631975725096	0.7123795054978825	0.7583860026596142	0.8726646363733959	0.5458937198067633	"
"4	7	5	1	0.5	0.5	2	2021-05-30 20:37:33.900486	2021-06-01 15:32:08.157372	1 day, 18:54:34.256886	0.7442964008779369	0.7730150041285991	0.7176352345741053	0.8558464847643619	0.5837563451776651	"
"4	15	5	1	0.6	0.4	3	2021-05-30 20:37:45.916411	2021-06-01 17:55:58.003462	1 day, 21:18:12.087051	0.7613942185185396	0.7170877399868236	0.8115363650521725	0.8909627416800108	0.5525114155251142	"
"4	13	5	1	0.6	0.5	2	2021-05-30 20:37:43.109614	2021-06-01 22:00:38.661058	2 days, 1:22:55.551444	0.7662961655691692	0.7258335842750394	0.8115363650521725	0.8584799093656433	0.5555555555555556	"
"4	8	5	1	0.5	0.6	2	2021-05-30 20:37:35.251040	2021-06-01 22:50:55.185022	2 days, 2:13:19.933982	0.7547123241945816	0.8214587848221616	0.6979975314256017	0.8156534855333232	0.5845410628019324	"
